,Burn_Value,EVT_Value,freq,EVT_Name,EVT_PHYS,EVT_Fuel_N,acres
1602,33,7974,2,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000494193
1603,33,7975,22,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.005436126
1604,33,7976,54,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.013343217
1605,33,7977,275,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.067951569
1606,33,9055,18,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.004447739
1607,33,9056,4322,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,1.067951569
1608,33,9057,3,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
1609,33,9089,4668,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,1.153446998
1610,33,9112,2409,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.595255745
1611,33,9114,1,Laurentian-Acadian Alkaline Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
1612,33,9117,130,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.03212256
1613,33,9118,64,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.015814183
1614,33,9120,143,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.035334816
1615,33,9202,3,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.00074129
1616,33,9295,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,Tr Boreal Jack Pine-Black Spruce-Hardwood Forest,0.000247097
1617,33,9312,1626,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.401779096
1618,33,9315,86,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.021250309
1619,33,9317,17,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.004200642
1620,33,9620,49,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.012107734
1621,33,9817,646,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.159624413
1622,34,7191,403,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.099579936
1623,34,7192,70,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.017296763
1624,34,7193,584,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.144304423
1625,34,7195,46,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.011366444
1626,34,7196,1,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000247097
1627,34,7197,1,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.000247097
1628,34,7198,7,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.001729676
1629,34,7199,5,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.001235483
1630,34,7200,88,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.021744502
1631,34,7238,212,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.052384482
1632,34,7239,140,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.034593526
1633,34,7240,210,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.051890289
1634,34,7241,561,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.138621201
1635,34,7242,3,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.00074129
1636,34,7292,2,Open Water,Open Water,Ba Open Water,0.000494193
1637,34,7296,47,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.011613541
1638,34,7297,3,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.00074129
1639,34,7301,4605,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,1.137879911
1640,34,7302,18121,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,4.477637756
1641,34,7362,414,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.102297999
1642,34,7366,1576,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.389424265
1643,34,7407,16,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.003953546
1644,34,7466,72,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.017790956
1645,34,7481,9889,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,2.443538424
1646,34,7905,387,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.09562639
1647,34,7906,180,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.044477391
1648,34,7907,212,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.052384482
1649,34,7908,72,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.017790956
1650,34,7909,122,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.030145787
1651,34,7930,106,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.026192241
1652,34,7931,89,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.021991599
1653,34,7932,1,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forest,0.000247097
1654,34,7933,3,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Dsh Developed Ruderal Shrubland,0.00074129
1655,34,7934,156,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.038547072
1656,34,7952,32,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.007907092
1657,34,7974,2,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000494193
1658,34,7975,21,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.005189029
1659,34,7976,30,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.007412898
1660,34,7977,236,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.058314801
1661,34,9055,4,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000988386
1662,34,9056,2891,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.714356313
1663,34,9057,3,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
1664,34,9089,3184,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.786755621
1665,34,9112,1373,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.339263652
1666,34,9114,2,Laurentian-Acadian Alkaline Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000494193
1667,34,9117,85,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.021003212
1668,34,9118,26,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.006424512
1669,34,9120,78,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.019273536
1670,34,9202,1,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.000247097
1671,34,9312,1362,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.336545589
1672,34,9314,1,Northern & Central Native Ruderal Flooded & Swamp Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,0.000247097
1673,34,9315,67,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.016555473
1674,34,9317,8,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.001976773
1675,34,9617,1,Laurentian-Acadian Floodplain Shrubland,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
1676,34,9620,23,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.005683222
1677,34,9817,369,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.091178651
1678,35,7191,257,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.06350383
1679,35,7192,41,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.010130961
1680,35,7193,390,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.09636768
1681,35,7195,33,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.008154188
1682,35,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
1683,35,7198,6,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.00148258
1684,35,7199,1,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.000247097
1685,35,7200,69,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.017049666
1686,35,7238,188,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.046454164
1687,35,7239,89,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.021991599
1688,35,7240,139,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.034346429
1689,35,7241,366,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.090437361
1690,35,7242,4,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.000988386
1691,35,7292,5,Open Water,Open Water,Ba Open Water,0.001235483
1692,35,7296,31,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.007659995
1693,35,7297,3,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.00074129
1694,35,7301,2999,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.741042748
1695,35,7302,12113,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,2.993081295
1696,35,7362,301,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.074376081
1697,35,7366,1177,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.290832716
1698,35,7407,22,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.005436126
1699,35,7466,11,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.002718063
1700,35,7481,7896,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.95107487
1701,35,7905,265,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.065480603
1702,35,7906,121,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.02989869
1703,35,7907,147,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.036323202
1704,35,7908,50,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.012354831
1705,35,7909,64,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.015814183
1706,35,7930,63,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.015567087
1707,35,7931,89,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.021991599
1708,35,7933,3,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Dsh Developed Ruderal Shrubland,0.00074129
1709,35,7934,85,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.021003212
1710,35,7952,27,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.006671609
1711,35,7974,2,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000494193
1712,35,7975,15,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.003706449
1713,35,7976,34,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.008401285
1714,35,7977,118,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.029157401
1715,35,9055,2,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000494193
1716,35,9056,2229,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.550778354
1717,35,9088,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.000247097
1718,35,9089,2207,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.545342229
1719,35,9112,937,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.231529528
1720,35,9117,54,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.013343217
1721,35,9118,25,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.006177415
1722,35,9120,54,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.013343217
1723,35,9202,4,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.000988386
1724,35,9312,1054,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.260439832
1725,35,9314,7,Northern & Central Native Ruderal Flooded & Swamp Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,0.001729676
1726,35,9315,41,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.010130961
1727,35,9317,6,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00148258
1728,35,9620,13,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.003212256
1729,35,9817,283,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.069928342
1730,36,7191,77,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.019026439
1731,36,7192,24,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.005930319
1732,36,7193,195,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.04818384
1733,36,7195,21,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.005189029
1734,36,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
1735,36,7198,7,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.001729676
1736,36,7200,34,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.008401285
1737,36,7238,111,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.027427724
1738,36,7239,56,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.01383741
1739,36,7240,78,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.019273536
1740,36,7241,245,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.060538671
1741,36,7242,4,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.000988386
1742,36,7292,2,Open Water,Open Water,Ba Open Water,0.000494193
1743,36,7295,2,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0.000494193
1744,36,7296,14,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.003459353
1745,36,7297,2,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000494193
1746,36,7301,1308,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.323202372
1747,36,7302,8079,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,1.996293551
1748,36,7362,130,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.03212256
1749,36,7366,870,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.214974055
1750,36,7407,11,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.002718063
1751,36,7466,1,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.000247097
1752,36,7481,7211,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.781813689
1753,36,7905,160,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.039535458
1754,36,7906,104,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.025698048
1755,36,7907,91,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.022485792
1756,36,7908,32,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.007907092
1757,36,7909,51,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.012601927
1758,36,7930,62,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.01531999
1759,36,7931,34,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.008401285
1760,36,7934,37,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.009142575
1761,36,7952,14,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.003459353
1762,36,7954,1,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Dgr Developed Ruderal Herbaceous Wetland,0.000247097
1763,36,7974,1,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000247097
1764,36,7975,6,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.00148258
1765,36,7976,9,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.00222387
1766,36,7977,25,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.006177415
1767,36,9056,1087,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.26859402
1768,36,9057,1,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
1769,36,9089,1182,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.292068199
1770,36,9112,657,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.162342476
1771,36,9114,1,Laurentian-Acadian Alkaline Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
1772,36,9117,23,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.005683222
1773,36,9118,15,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.003706449
1774,36,9120,25,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.006177415
1775,36,9202,1,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.000247097
1776,36,9295,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,Tr Boreal Jack Pine-Black Spruce-Hardwood Forest,0.000247097
1777,36,9312,1121,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.276995305
1778,36,9315,6,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.00148258
1779,36,9317,6,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00148258
1780,36,9620,4,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
1781,36,9817,124,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.03063998
1782,37,7191,28,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.006918705
1783,37,7192,15,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.003706449
1784,37,7193,117,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.028910304
1785,37,7195,7,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.001729676
1786,37,7196,1,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000247097
1787,37,7198,1,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.000247097
1788,37,7199,3,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.00074129
1789,37,7200,21,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.005189029
1790,37,7238,82,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.020261922
1791,37,7239,40,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.009883865
1792,37,7240,43,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.010625154
1793,37,7241,166,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.041018038
1794,37,7242,2,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.000494193
1795,37,7296,7,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.001729676
1796,37,7301,489,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.120830245
1797,37,7302,4359,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,1.077094144
1798,37,7362,75,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.018532246
1799,37,7366,830,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.20509019
1800,37,7407,8,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.001976773
1801,37,7481,7194,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.777613047
1802,37,7905,77,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.019026439
1803,37,7906,128,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.031628367
1804,37,7907,77,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.019026439
1805,37,7908,16,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.003953546
1806,37,7909,27,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.006671609
1807,37,7930,37,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.009142575
1808,37,7931,19,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.004694836
1809,37,7934,9,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.00222387
1810,37,7952,4,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.000988386
1811,37,7976,3,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.00074129
1812,37,7977,3,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.00074129
1813,37,9056,680,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.168025698
1814,37,9089,859,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.212255992
1815,37,9112,529,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.130714109
1816,37,9117,8,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.001976773
